,season,division,matchday,date,time,home_team,away_team,score
12978,1987-1988,1,1,8/30/87,,Cádiz CF,Real Madrid,0:4
12979,1987-1988,1,1,8/30/87,,UD Las Palmas,Barcelona,1:2
12980,1987-1988,1,1,8/30/87,,Real Zaragoza,Real Sociedad,1:0
12981,1987-1988,1,1,8/30/87,,Sevilla FC,Real Betis,1:2
12982,1987-1988,1,1,8/30/87,,CA Osasuna,Real Murcia,1:0
12983,1987-1988,1,1,8/30/87,,Atlético Madrid,CE Sabadell ,1:0
12984,1987-1988,1,2,9/6/87,,Real Betis,Espanyol,3:1
12985,1987-1988,1,2,9/6/87,,CE Sabadell ,Cádiz CF,0:1
12986,1987-1988,1,2,9/6/87,,Real Sociedad,CA Osasuna,0:0
12987,1987-1988,1,2,9/6/87,,Real Madrid,Sporting Gijón,7:0
12988,1987-1988,1,2,9/6/87,,Real Murcia,UD Las Palmas,2:0
12989,1987-1988,1,2,9/6/87,,Real Valladolid,Real Zaragoza,1:1
12990,1987-1988,1,2,9/6/87,,Barcelona,Sevilla FC,1:2
12991,1987-1988,1,2,9/6/87,,Celta de Vigo,Valencia,3:3
12992,1987-1988,1,2,9/6/87,,CD Logroñés,Athletic,1:1
12993,1987-1988,1,2,9/6/87,,RCD Mallorca,Atlético Madrid,1:1
12994,1987-1988,1,3,9/12/87,,Espanyol,Barcelona,2:0
12995,1987-1988,1,3,9/12/87,,Cádiz CF,Sporting Gijón,2:0
12996,1987-1988,1,3,9/12/87,,Real Zaragoza,Real Madrid,1:7
12997,1987-1988,1,3,9/12/87,,UD Las Palmas,Real Sociedad,3:2
12998,1987-1988,1,3,9/12/87,,Valencia,Real Betis,1:0
12999,1987-1988,1,3,9/13/87,,CA Osasuna,Real Valladolid,4:1
13000,1987-1988,1,3,9/13/87,,Atlético Madrid,CD Logroñés,3:0
13001,1987-1988,1,3,9/13/87,,CE Sabadell ,RCD Mallorca,2:0
13002,1987-1988,1,3,9/13/87,,Sevilla FC,Real Murcia,1:2
13003,1987-1988,1,3,9/13/87,,Athletic,Celta de Vigo,1:0
13004,1987-1988,1,4,9/19/87,,CD Logroñés,CE Sabadell ,1:1
13005,1987-1988,1,4,9/19/87,,Real Valladolid,UD Las Palmas,0:0
13006,1987-1988,1,4,9/20/87,,Real Murcia,Espanyol,0:1
13007,1987-1988,1,4,9/20/87,,RCD Mallorca,Cádiz CF,1:4
13008,1987-1988,1,4,9/20/87,,Real Madrid,CA Osasuna,3:0
13009,1987-1988,1,4,9/20/87,,Sporting Gijón,Real Zaragoza,2:1
13010,1987-1988,1,4,9/20/87,,Real Sociedad,Sevilla FC,0:1
13011,1987-1988,1,4,9/20/87,,Barcelona,Valencia,0:1
13012,1987-1988,1,4,9/20/87,,Real Betis,Athletic,0:0
13013,1987-1988,1,4,9/20/87,,Celta de Vigo,Atlético Madrid,1:0
13014,1987-1988,1,5,9/26/87,,UD Las Palmas,Real Madrid,0:2
13015,1987-1988,1,5,9/26/87,,Espanyol,Real Sociedad,0:4
13016,1987-1988,1,5,9/26/87,,Athletic,Barcelona,1:0
13017,1987-1988,1,5,9/27/87,,CA Osasuna,Sporting Gijón,0:0
13018,1987-1988,1,5,9/27/87,,CE Sabadell ,Celta de Vigo,0:0
13019,1987-1988,1,5,9/27/87,,RCD Mallorca,CD Logroñés,4:0
13020,1987-1988,1,5,9/27/87,,Sevilla FC,Real Valladolid,1:0
13021,1987-1988,1,5,9/27/87,,Cádiz CF,Real Zaragoza,0:2
13022,1987-1988,1,5,9/27/87,,Valencia,Real Murcia,2:0
13023,1987-1988,1,5,9/27/87,,Atlético Madrid,Real Betis,1:0
13024,1987-1988,1,6,10/3/87,,Barcelona,Atlético Madrid,1:2
13025,1987-1988,1,6,10/4/87,,Real Sociedad,Valencia,3:0
13026,1987-1988,1,6,10/4/87,,CD Logroñés,Cádiz CF,1:2
13027,1987-1988,1,6,10/4/87,,Celta de Vigo,RCD Mallorca,1:1
13028,1987-1988,1,6,10/4/87,,Real Betis,CE Sabadell ,6:0
13029,1987-1988,1,6,10/4/87,,Real Zaragoza,CA Osasuna,1:0
13030,1987-1988,1,6,10/4/87,,Real Madrid,Sevilla FC,3:1
13031,1987-1988,1,6,10/4/87,,Real Valladolid,Espanyol,1:0
13032,1987-1988,1,6,10/4/87,,Real Murcia,Athletic,2:3
13033,1987-1988,1,6,10/4/87,,Sporting Gijón,UD Las Palmas,4:1
13034,1987-1988,1,7,10/17/87,,UD Las Palmas,Real Zaragoza,2:1
13035,1987-1988,1,7,10/17/87,,Athletic,Real Sociedad,1:4
13036,1987-1988,1,7,10/17/87,,Espanyol,Real Madrid,0:2
13037,1987-1988,1,7,10/18/87,,CD Logroñés,Celta de Vigo,0:0
13038,1987-1988,1,7,10/18/87,,Cádiz CF,CA Osasuna,1:1
13039,1987-1988,1,7,10/18/87,,Atlético Madrid,Real Murcia,1:0
13040,1987-1988,1,7,10/18/87,,Valencia,Real Valladolid,0:1
13041,1987-1988,1,7,10/18/87,,Sevilla FC,Sporting Gijón,2:0
13042,1987-1988,1,7,10/18/87,,CE Sabadell ,Barcelona,0:1
13043,1987-1988,1,7,10/18/87,,RCD Mallorca,Real Betis,3:1
13044,1987-1988,1,8,10/24/87,,Real Valladolid,Athletic,1:0
13045,1987-1988,1,8,10/25/87,,Real Zaragoza,Sevilla FC,8:1
13046,1987-1988,1,8,10/25/87,,Celta de Vigo,Cádiz CF,4:1
13047,1987-1988,1,8,10/25/87,,Barcelona,RCD Mallorca,2:2
13048,1987-1988,1,8,10/25/87,,CA Osasuna,UD Las Palmas,2:1
13049,1987-1988,1,8,10/25/87,,Real Betis,CD Logroñés,1:1
13050,1987-1988,1,8,10/25/87,,Real Sociedad,Atlético Madrid,0:0
13051,1987-1988,1,8,10/25/87,,Real Madrid,Valencia,4:0
13052,1987-1988,1,8,10/25/87,,Sporting Gijón,Espanyol,1:2
13053,1987-1988,1,8,10/25/87,,Real Murcia,CE Sabadell ,2:0
13054,1987-1988,1,9,10/31/87,,Celta de Vigo,Real Betis,2:0
13055,1987-1988,1,9,10/31/87,,Athletic,Real Madrid,0:0
13056,1987-1988,1,9,10/31/87,,Espanyol,Real Zaragoza,2:1
13057,1987-1988,1,9,11/1/87,,Cádiz CF,UD Las Palmas,2:0
13058,1987-1988,1,9,11/1/87,,Sevilla FC,CA Osasuna,0:2
13059,1987-1988,1,9,11/1/87,,RCD Mallorca,Real Murcia,3:3
13060,1987-1988,1,9,11/1/87,,Atlético Madrid,Real Valladolid,3:0
13061,1987-1988,1,9,11/1/87,,Valencia,Sporting Gijón,1:1
13062,1987-1988,1,9,11/1/87,,CE Sabadell ,Real Sociedad,0:2
13063,1987-1988,1,9,11/1/87,,CD Logroñés,Barcelona,0:1
13064,1987-1988,1,10,11/7/87,,Real Madrid,Atlético Madrid,0:4
13065,1987-1988,1,10,11/8/87,,Barcelona,Celta de Vigo,2:0
13066,1987-1988,1,10,11/8/87,,UD Las Palmas,Sevilla FC,1:2
13067,1987-1988,1,10,11/8/87,,Real Murcia,CD Logroñés,2:3
13068,1987-1988,1,10,11/8/87,,Real Betis,Cádiz CF,3:2
13069,1987-1988,1,10,11/8/87,,Real Sociedad,RCD Mallorca,1:0
13070,1987-1988,1,10,11/8/87,,Real Zaragoza,Valencia,2:2
13071,1987-1988,1,10,11/8/87,,CA Osasuna,Espanyol,0:0
13072,1987-1988,1,10,11/8/87,,Sporting Gijón,Athletic,2:2
13073,1987-1988,1,10,11/8/87,,Real Valladolid,CE Sabadell ,0:0
13074,1987-1988,1,11,11/21/87,,Espanyol,UD Las Palmas,1:2
13075,1987-1988,1,11,11/21/87,,Real Betis,Barcelona,1:2
13076,1987-1988,1,11,11/22/87,,Cádiz CF,Sevilla FC,1:0
13077,1987-1988,1,11,11/22/87,,Valencia,CA Osasuna,1:0
13078,1987-1988,1,11,11/22/87,,RCD Mallorca,Real Valladolid,0:2
13079,1987-1988,1,11,11/22/87,,Atlético Madrid,Sporting Gijón,1:2
13080,1987-1988,1,11,11/22/87,,CD Logroñés,Real Sociedad,1:1
13081,1987-1988,1,11,11/22/87,,Celta de Vigo,Real Murcia,2:0
13082,1987-1988,1,11,11/22/87,,CE Sabadell ,Real Madrid,0:2
13083,1987-1988,1,11,11/22/87,,Athletic,Real Zaragoza,2:2
13084,1987-1988,1,12,11/28/87,,Real Zaragoza,Atlético Madrid,2:2
13085,1987-1988,1,12,11/29/87,,Real Sociedad,Celta de Vigo,3:2
13086,1987-1988,1,12,11/29/87,,Barcelona,Cádiz CF,3:1
13087,1987-1988,1,12,11/29/87,,Real Madrid,RCD Mallorca,3:1
13088,1987-1988,1,12,11/29/87,,Sporting Gijón,CE Sabadell ,3:0
13089,1987-1988,1,12,11/29/87,,Real Murcia,Real Betis,2:0
13090,1987-1988,1,12,11/29/87,,UD Las Palmas,Valencia,2:1
13091,1987-1988,1,12,11/29/87,,Sevilla FC,Espanyol,2:2
13092,1987-1988,1,12,11/29/87,,Real Valladolid,CD Logroñés,1:0
13093,1987-1988,1,12,11/29/87,,CA Osasuna,Athletic,3:1
13094,1987-1988,1,13,12/5/87,,Cádiz CF,Espanyol,1:1
13095,1987-1988,1,13,12/6/87,,Athletic,UD Las Palmas,4:1
13096,1987-1988,1,13,12/6/87,,Barcelona,Real Murcia,4:1
13097,1987-1988,1,13,12/6/87,,Atlético Madrid,CA Osasuna,3:1
13098,1987-1988,1,13,12/6/87,,Celta de Vigo,Real Valladolid,1:1
13099,1987-1988,1,13,12/6/87,,RCD Mallorca,Sporting Gijón,2:0
13100,1987-1988,1,13,12/6/87,,Real Betis,Real Sociedad,1:3
13101,1987-1988,1,13,12/6/87,,Valencia,Sevilla FC,1:1
13102,1987-1988,1,13,12/6/87,,CD Logroñés,Real Madrid,1:3
13103,1987-1988,1,13,12/6/87,,CE Sabadell ,Real Zaragoza,1:2
13104,1987-1988,1,14,12/12/87,,Real Sociedad,Barcelona,4:1
13105,1987-1988,1,14,12/13/87,,Real Valladolid,Real Betis,1:0
13106,1987-1988,1,14,12/13/87,,Sporting Gijón,CD Logroñés,1:0
13107,1987-1988,1,14,12/13/87,,Real Murcia,Cádiz CF,0:0
13108,1987-1988,1,14,12/13/87,,Real Zaragoza,RCD Mallorca,1:0
13109,1987-1988,1,14,12/13/87,,Real Madrid,Celta de Vigo,2:0
13110,1987-1988,1,14,12/13/87,,UD Las Palmas,Atlético Madrid,0:3
13111,1987-1988,1,14,12/13/87,,Espanyol,Valencia,3:1
13112,1987-1988,1,14,12/13/87,,Sevilla FC,Athletic,1:1
13113,1987-1988,1,14,12/13/87,,CA Osasuna,CE Sabadell ,0:0
13114,1987-1988,1,15,12/20/87,,CE Sabadell ,UD Las Palmas,2:1
13115,1987-1988,1,15,12/20/87,,RCD Mallorca,CA Osasuna,2:1
13116,1987-1988,1,15,12/20/87,,Barcelona,Real Valladolid,2:4
13117,1987-1988,1,15,12/20/87,,Celta de Vigo,Sporting Gijón,1:3
13118,1987-1988,1,15,12/20/87,,Athletic,Espanyol,2:0
13119,1987-1988,1,15,12/20/87,,Real Murcia,Real Sociedad,1:2
13120,1987-1988,1,15,12/20/87,,Cádiz CF,Valencia,2:0
13121,1987-1988,1,15,12/20/87,,CD Logroñés,Real Zaragoza,2:1
13122,1987-1988,1,15,12/20/87,,Real Betis,Real Madrid,2:1
13123,1987-1988,1,15,12/20/87,,Atlético Madrid,Sevilla FC,0:1
13124,1987-1988,1,16,1/2/88,,Real Madrid,Barcelona,2:1
13125,1987-1988,1,16,1/3/88,,Sporting Gijón,Real Betis,1:0
13126,1987-1988,1,16,1/3/88,,CA Osasuna,CD Logroñés,2:0
13127,1987-1988,1,16,1/3/88,,Real Sociedad,Cádiz CF,2:1
13128,1987-1988,1,16,1/3/88,,UD Las Palmas,RCD Mallorca,1:2
13129,1987-1988,1,16,1/3/88,,Sevilla FC,CE Sabadell ,2:0
13130,1987-1988,1,16,1/3/88,,Real Zaragoza,Celta de Vigo,1:1
13131,1987-1988,1,16,1/3/88,,Espanyol,Atlético Madrid,0:2
13132,1987-1988,1,16,1/3/88,,Valencia,Athletic,1:2
13133,1987-1988,1,16,1/3/88,,Real Valladolid,Real Murcia,1:0
13134,1987-1988,1,17,1/9/88,,Barcelona,Sporting Gijón,1:0
13135,1987-1988,1,17,1/10/88,,RCD Mallorca,Sevilla FC,1:0
13136,1987-1988,1,17,1/10/88,,Real Betis,Real Zaragoza,1:0
13137,1987-1988,1,17,1/10/88,,CD Logroñés,UD Las Palmas,1:1
13138,1987-1988,1,17,1/10/88,,Celta de Vigo,CA Osasuna,1:0
13139,1987-1988,1,17,1/10/88,,CE Sabadell ,Espanyol,2:2
13140,1987-1988,1,17,1/10/88,,Cádiz CF,Athletic,0:0
13141,1987-1988,1,17,1/10/88,,Real Murcia,Real Madrid,1:1
13142,1987-1988,1,17,1/10/88,,Real Sociedad,Real Valladolid,1:0
13143,1987-1988,1,17,1/10/88,,Atlético Madrid,Valencia,2:1
13144,1987-1988,1,18,1/16/88,,UD Las Palmas,Celta de Vigo,2:0
13145,1987-1988,1,18,1/16/88,,Real Madrid,Real Sociedad,1:0
13146,1987-1988,1,18,1/17/88,,Sporting Gijón,Real Murcia,1:1
13147,1987-1988,1,18,1/17/88,,Sevilla FC,CD Logroñés,2:0
13148,1987-1988,1,18,1/17/88,,Valencia,CE Sabadell ,2:1
13149,1987-1988,1,18,1/17/88,,Cádiz CF,Real Valladolid,1:0
13150,1987-1988,1,18,1/17/88,,Athletic,Atlético Madrid,5:1
13151,1987-1988,1,18,1/17/88,,Real Zaragoza,Barcelona,1:1
13152,1987-1988,1,18,1/17/88,,CA Osasuna,Real Betis,1:0
13153,1987-1988,1,18,1/17/88,,Espanyol,RCD Mallorca,3:0
13154,1987-1988,1,19,1/23/88,,CE Sabadell ,Athletic,3:1
13155,1987-1988,1,19,1/24/88,,Real Valladolid,Real Madrid,0:2
13156,1987-1988,1,19,1/24/88,,Barcelona,CA Osasuna,0:1
13157,1987-1988,1,19,1/24/88,,Real Sociedad,Sporting Gijón,3:0
13158,1987-1988,1,19,1/24/88,,Real Betis,UD Las Palmas,1:1
13159,1987-1988,1,19,1/24/88,,Real Murcia,Real Zaragoza,1:1
13160,1987-1988,1,19,1/24/88,,Celta de Vigo,Sevilla FC,2:0
13161,1987-1988,1,19,1/24/88,,CD Logroñés,Espanyol,2:1
13162,1987-1988,1,19,1/24/88,,Atlético Madrid,Cádiz CF,2:1
13163,1987-1988,1,19,1/24/88,,RCD Mallorca,Valencia,2:3
13164,1987-1988,1,20,1/30/88,,Real Betis,Sevilla FC,0:1
13165,1987-1988,1,20,1/31/88,,RCD Mallorca,Athletic,0:1
13166,1987-1988,1,20,1/31/88,,Celta de Vigo,Espanyol,3:0
13167,1987-1988,1,20,1/31/88,,CD Logroñés,Valencia,2:1
13168,1987-1988,1,20,1/31/88,,CE Sabadell ,Atlético Madrid,1:1
13169,1987-1988,1,20,1/31/88,,Barcelona,UD Las Palmas,1:1
13170,1987-1988,1,20,1/31/88,,Real Valladolid,Sporting Gijón,2:0
13171,1987-1988,1,20,1/31/88,,Real Murcia,CA Osasuna,1:0
13172,1987-1988,1,20,1/31/88,,Real Madrid,Cádiz CF,4:0
13173,1987-1988,1,20,4/13/88,,Real Sociedad,Real Zaragoza,2:1
13174,1987-1988,1,21,2/6/88,,UD Las Palmas,Real Murcia,1:0
13175,1987-1988,1,21,2/6/88,,CA Osasuna,Real Sociedad,1:2
13176,1987-1988,1,21,2/7/88,,Athletic,CD Logroñés,1:0
13177,1987-1988,1,21,2/7/88,,Atlético Madrid,RCD Mallorca,7:0
13178,1987-1988,1,21,2/7/88,,Cádiz CF,CE Sabadell ,3:2
13179,1987-1988,1,21,2/7/88,,Real Zaragoza,Real Valladolid,1:1
